entry_price,exit_price,type,pnl_pct,pnl_usd,balance,exit_reason,timestamp,scale_ins
203.791845,203.95797000000002,LONG,0.40758500419882426,0.010371098509857235,100.00037109850985,Profit Retracement Trailing,2025-01-15 23:00:00,0
234.79734,234.87250500000002,LONG,0.1600635680115175,-0.001835792823886898,99.98935644653038,Profit Retracement Trailing,2025-01-18 07:30:00,0
269.9553370329059,271.92397,LONG,3.646219757555915,0.3444222404914024,100.31378181562603,Profit Retracement Trailing,2025-01-19 07:30:00,1
279.49968,284.78753500000005,LONG,9.459500991199768,0.46423799741269006,100.76798843485716,Profit Retracement Trailing,2025-01-19 10:45:00,0
257.03142,253.116495,SHORT,7.615654537488139,0.37378377817292197,101.1316954141866,Profit Retracement Trailing,2025-01-19 22:45:00,0
237.15136500000003,248.44844785714284,SHORT,-23.81829608516656,-1.2149872589594015,99.90659498568579,Stop Loss,2025-01-20 18:00:00,0
235.012435,243.89474357142856,SHORT,-18.897528914647754,-0.8301592004051425,99.06774533377775,Stop Loss,2025-01-21 02:45:00,0
231.834025,231.865875,SHORT,-0.06869138384667975,-0.011973588298925156,99.04686013556719,Profit Retracement Trailing,2025-01-27 05:15:00,0
229.555165,227.70379499999999,SHORT,4.03251654128541,0.18987924653634367,99.22683469608998,Profit Retracement Trailing,2025-01-27 06:45:00,0
198.430735,203.46168,SHORT,-12.676829020463998,-0.6391150686352346,98.57779694398513,Stop Loss,2025-02-02 19:30:00,0
192.133885,187.963935,SHORT,10.851677724624158,0.525223408822033,99.09316257311276,Profit Retracement Trailing,2025-02-03 02:00:00,0
210.155025,211.87401,LONG,4.089802278103994,0.17592809319711453,99.2600412544774,Profit Retracement Trailing,2025-02-03 20:00:00,0
148.495715,151.00832357142855,SHORT,-8.460205641046809,-0.42997413667347234,98.82014111367847,Stop Loss,2025-02-24 20:00:00,0
145.257335,143.37165000000002,SHORT,6.490842613903094,0.31095926261153345,99.12121836217864,Profit Retracement Trailing,2025-02-24 23:00:00,0
138.99935698440382,141.28632214285713,SHORT,-8.226531431760213,-0.8355324528990496,98.26586265681934,Stop Loss,2025-02-25 05:30:00,1
132.2249841095528,132.136035,SHORT,0.33635515311956027,0.01341160702682638,98.25962207397342,Profit Retracement Trailing,2025-02-26 19:45:00,1
152.13603,169.03544000000002,LONG,55.5404594164841,2.7177748369214805,100.9675709486875,Profit Retracement Trailing,2025-03-02 18:00:00,0
161.869025,159.55973999999998,SHORT,7.1331899355050075,0.3501577175290947,101.30763190912172,Profit Retracement Trailing,2025-03-03 09:00:00,0
154.47272500000003,158.9179907142857,SHORT,-14.388513293481687,-0.7392554006603771,100.55824574527043,Stop Loss,2025-03-03 15:00:00,0
152.53369500000002,144.662295,SHORT,25.80216784232501,1.080652131604705,101.63045939872595,Profit Retracement Trailing,2025-03-03 20:15:00,0
136.15189,136.20807,SHORT,-0.20631369861991433,-0.02065111747656289,101.59964523530951,Profit Retracement Trailing,2025-03-04 04:45:00,0
118.14090000000002,118.16905499999999,SHORT,-0.11915856405347229,-0.016215619734388717,101.5732696510516,Profit Retracement Trailing,2025-03-10 17:45:00,0
139.837597848369,138.21728535714286,LONG,-5.793550933930903,-0.9735618483333556,100.56720825663544,Stop Loss,2025-03-26 17:30:00,3
118.750595,118.37915999999998,SHORT,1.5639290059979045,0.06861472219153748,100.62576625800132,Profit Retracement Trailing,2025-04-03 00:00:00,0
99.59018,98.58927,SHORT,5.025144045326581,0.24286804022713332,100.85857172160266,Profit Retracement Trailing,2025-04-07 07:30:00,0
174.137025,169.36099142857145,LONG,-13.71343507053868,-0.7013679709829714,100.14711789344753,Stop Loss,2025-05-09 14:15:00,0
169.81486499999997,169.93499,LONG,0.3536940067055674,0.006151137293961467,100.14525726131001,Take Profit,2025-05-16 09:00:00,0
167.69611,167.57124375,SHORT,0.3722991845189391,0.006907943903443124,100.14415358463255,Take Profit,2025-05-20 00:45:00,0
148.1259,143.421675,SHORT,15.87914402545405,0.7854053443679376,100.91954451364202,Profit Retracement Trailing,2025-06-13 03:00:00,0
146.73250418603322,148.0655730357143,LONG,4.542513797730026,0.5256313190218003,101.42095707958413,Take Profit,2025-06-17 19:00:00,2
127.526205,129.47899285714286,SHORT,-7.656417977555482,-0.39855801949828085,101.01225696437788,Stop Loss,2025-06-22 13:30:00,0
126.86653500000001,129.5433107142857,SHORT,-10.549573669233112,-0.543132476116311,100.45902326256514,Stop Loss,2025-06-22 14:45:00,0
189.215345,192.22034785714285,SHORT,-7.940695447144735,-0.40906269955081476,100.03991466068807,Stop Loss,2025-07-23 14:15:00,0
168.35699547646644,168.084,SHORT,0.810763686099977,0.048904596159723895,100.07281351075754,Profit Retracement Trailing,2025-08-06 16:45:00,1
200.94042,198.58066000000002,LONG,-5.871790255041684,-0.3036930456203773,99.75911318378608,Stop Loss,2025-08-22 21:30:00,0
224.98243499999998,225.1687878571429,LONG,0.4141497916113033,0.008538746885304664,99.75967120161668,Take Profit,2025-10-04 15:45:00,0
199.909995,199.01945999999998,SHORT,2.227339858619946,0.10116781859331897,99.85086305308985,Profit Retracement Trailing,2025-10-10 21:30:00,0
192.21384500000002,190.125015,SHORT,5.433609634103178,0.24832635905539896,100.08970367313131,Profit Retracement Trailing,2025-10-11 00:00:00,0
183.18081112262968,183.26158499999997,SHORT,-0.22047581533039803,-0.03368181616130022,100.04000440625703,Profit Retracement Trailing,2025-10-11 06:45:00,1
190.92541500000002,192.833535,LONG,4.9970298611109385,0.21433084308189043,100.2453955431771,Profit Retracement Trailing,2025-10-12 16:15:00,0
196.3690543039765,194.61121714285713,LONG,-4.475850758027948,-0.4685296077157554,99.75681785880666,Stop Loss,2025-10-12 21:30:00,1
187.70380500000002,187.97346625000003,LONG,0.7183158860312203,0.020670752269335714,99.76950806564729,Take Profit,2025-10-20 17:00:00,0
196.63826999999998,192.85923642857142,LONG,-9.609099926043278,-0.4484723387326164,99.31188813656827,Stop Loss,2025-10-21 16:45:00,0
188.87438999999998,189.07148839285716,LONG,0.5217710904511339,0.012773986924638998,99.31671717244198,Take Profit,2025-10-23 21:15:00,0
